pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,Kids,Reference,attributes.TextAlign,attributes.RowSpan
47,"[42.52400207519531, 685.9530029296875, 122.56199645996094, 709.6829986572266]",1.0,//Document/H2[2],,,,,,9.75,,,,,,,,,,,False,en,Introduction ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
48,"[42.52400207519531, 666.1889953613281, 193.343994140625, 683.1390075683594]",1.0,//Document/P[5],,,,,,10.25,,,,,,,,,,,False,en,This topic contains the following: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
49,"[63.17399597167969, 573.8890075683594, 379.9440002441406, 660.8390045166016]",1.0,//Document/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 649.8869934082031, 67.27400207519531, 653.9869995117188], 'Page': 1, 'Path': '//Document/L/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 650.0179999999818, 67.19729999999981, 653.737999999983]}}, {'Bounds': [72.52400207519531, 643.8890075683594, 331.48399353027344, 660.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L/LI/LBody', 'Reference': 'Page 1', 'Text': 'Overview of General Servicer Duties and Responsibilities ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 643.8890075683594, 331.48399353027344, 660.8390045166016], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L/LI', 'attributes': {'LineHeight': 12, 'SpaceAfter': 18}}, {'Bounds': [63.17399597167969, 635.8869934082031, 67.27400207519531, 639.9869995117188], 'Page': 1, 'Path': '//Document/L/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 635.9779999999737, 67.19729999999981, 639.6979999999749]}}, {'Bounds': [72.52400207519531, 629.8890075683594, 210.46400451660156, 646.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L/LI[2]/LBody', 'Reference': 'Page 3', 'Text': 'Maintaining Fair Lending Data ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 629.8890075683594, 210.46400451660156, 646.8390045166016], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L/LI[2]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 621.8869934082031, 67.27400207519531, 625.9869995117188], 'Page': 1, 'Path': '//Document/L/LI[3]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 622.0589999999793, 67.19729999999981, 625.7789999999804]}}, {'Bounds': [72.52400207519531, 615.8890075683594, 379.9440002441406, 632.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L/LI[3]/LBody', 'Reference': 'Page 3', 'Text': 'Additional Servicer Duties and Responsibilities for Certain Servicers ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 615.8890075683594, 379.9440002441406, 632.8390045166016], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L/LI[3]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 607.8869934082031, 67.27400207519531, 611.9869995117188], 'Page': 1, 'Path': '//Document/L/LI[4]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 608.0199999999895, 67.19729999999981, 611.7389999999723]}}, {'Bounds': [72.52400207519531, 601.8890075683594, 164.78399658203125, 618.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L/LI[4]/LBody', 'Reference': 'Page 4', 'Text': 'Processing of Funds ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 601.8890075683594, 164.78399658203125, 618.8390045166016], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L/LI[4]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 593.8869934082031, 67.27400207519531, 597.9869995117188], 'Page': 1, 'Path': '//Document/L/LI[5]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 593.9799999999814, 67.19729999999981, 597.6999999999825]}}, {'Bounds': [72.52400207519531, 587.8890075683594, 177.54400634765625, 604.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L/LI[5]/LBody', 'Reference': 'Page 5', 'Text': 'Delinquency Advances ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 587.8890075683594, 177.54400634765625, 604.8390045166016], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L/LI[5]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 579.8869934082031, 67.27400207519531, 583.9869995117188], 'Page': 1, 'Path': '//Document/L/LI[6]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 580.060999999987, 67.19729999999981, 583.7809999999881]}}, {'Bounds': [72.52400207519531, 573.8890075683594, 163.08399963378906, 590.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L/LI[6]/LBody', 'Reference': 'Page 5', 'Text': 'Servicing Advances ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 573.8890075683594, 163.08399963378906, 590.8390045166016], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L/LI[6]', 'attributes': {'LineHeight': 12, 'SpaceAfter': 18}}]",,,
50,"[63.17399597167969, 649.8869934082031, 67.27400207519531, 653.9869995117188]",1.0,//Document/L/LI/Lbl/Figure,,"[63.47739999999976, 650.0179999999818, 67.19729999999981, 653.737999999983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[72.52400207519531, 643.8890075683594, 331.48399353027344, 660.8390045166016]",1.0,//Document/L/LI/LBody,,,,,,,,,,,,,,,,,False,,Overview of General Servicer Duties and Responsibilities ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 1,,
52,"[63.17399597167969, 643.8890075683594, 331.48399353027344, 660.8390045166016]",1.0,//Document/L/LI,,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
53,"[63.17399597167969, 635.8869934082031, 67.27400207519531, 639.9869995117188]",1.0,//Document/L/LI[2]/Lbl/Figure,,"[63.47739999999976, 635.9779999999737, 67.19729999999981, 639.6979999999749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[72.52400207519531, 629.8890075683594, 210.46400451660156, 646.8390045166016]",1.0,//Document/L/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,Maintaining Fair Lending Data ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 3,,
55,"[63.17399597167969, 629.8890075683594, 210.46400451660156, 646.8390045166016]",1.0,//Document/L/LI[2],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
56,"[63.17399597167969, 621.8869934082031, 67.27400207519531, 625.9869995117188]",1.0,//Document/L/LI[3]/Lbl/Figure,,"[63.47739999999976, 622.0589999999793, 67.19729999999981, 625.7789999999804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[72.52400207519531, 615.8890075683594, 379.9440002441406, 632.8390045166016]",1.0,//Document/L/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,Additional Servicer Duties and Responsibilities for Certain Servicers ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 3,,
58,"[63.17399597167969, 615.8890075683594, 379.9440002441406, 632.8390045166016]",1.0,//Document/L/LI[3],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
59,"[63.17399597167969, 607.8869934082031, 67.27400207519531, 611.9869995117188]",1.0,//Document/L/LI[4]/Lbl/Figure,,"[63.47739999999976, 608.0199999999895, 67.19729999999981, 611.7389999999723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[72.52400207519531, 601.8890075683594, 164.78399658203125, 618.8390045166016]",1.0,//Document/L/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,Processing of Funds ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 4,,
61,"[63.17399597167969, 601.8890075683594, 164.78399658203125, 618.8390045166016]",1.0,//Document/L/LI[4],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
62,"[63.17399597167969, 593.8869934082031, 67.27400207519531, 597.9869995117188]",1.0,//Document/L/LI[5]/Lbl/Figure,,"[63.47739999999976, 593.9799999999814, 67.19729999999981, 597.6999999999825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[72.52400207519531, 587.8890075683594, 177.54400634765625, 604.8390045166016]",1.0,//Document/L/LI[5]/LBody,,,,,,,,,,,,,,,,,False,,Delinquency Advances ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 5,,
64,"[63.17399597167969, 587.8890075683594, 177.54400634765625, 604.8390045166016]",1.0,//Document/L/LI[5],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
65,"[63.17399597167969, 579.8869934082031, 67.27400207519531, 583.9869995117188]",1.0,//Document/L/LI[6]/Lbl/Figure,,"[63.47739999999976, 580.060999999987, 67.19729999999981, 583.7809999999881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[72.52400207519531, 573.8890075683594, 163.08399963378906, 590.8390045166016]",1.0,//Document/L/LI[6]/LBody,,,,,,,,,,,,,,,,,False,,Servicing Advances ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 5,,
67,"[63.17399597167969, 573.8890075683594, 163.08399963378906, 590.8390045166016]",1.0,//Document/L/LI[6],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
68,"[42.52400207519531, 519.3529968261719, 405.0679931640625, 543.0829925537109]",1.0,//Document/H2[3],,,,,,18.0,,,,,,,,,,,False,en,Overview of General Servicer Duties and Responsibilities ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
69,"[42.52400207519531, 306.3890075683594, 552.9239959716797, 505.33900451660156]",1.0,//Document/P[6],,,,,,14.125,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 474.3890075683594, 546.6940002441406, 505.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/P[6]', 'Text': 'The servicer services Fannie Mae mortgage loans as an independent contractor and not as an agent, assignee, or representative of Fannie Mae. Most of the policies and standards described in the ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 461.5189971923828, 522.6940002441406, 489.6990051269531], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/P[6]/Span', 'Text': 'Selling and Servicing Guides ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 306.3890075683594, 552.9239959716797, 477.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/P[6]', 'Text': 'are intended to set forth the broad parameters under which the servicer must exercise sound and professional judgment as a mortgage loan servicer in the performance of its duties. As a result, in most instances Fannie Mae has not set forth absolute requirements because it believes that the servicer needs to maintain the discretion to apply appropriate judgment in dealing with borrowers and mortgage loans on a case by case basis, consistent with Fannie Mae’s servicing policies. Further, even where Fannie Mae has set forth a “requirement,” it has not enumerated speciﬁcally how the servicer should implement it. Fannie Mae generally will not object to the practices the servicer regularly applies so long as they are carried out in accordance with established written procedures that are consistent with Fannie Mae’s servicing policies. The servicer may apply practices used on its own portfolio of mortgage loans to Fannie Mae mortgage loans as long as the practices are in accordance with the servicer’s established written procedures and are consistent with Fannie Mae’s servicing policies. As a general matter, the servicer must have suﬃcient staﬃng levels, technology, and properly trained staﬀ (including third-party providers of its outsourced servicing activities and technology) to ', 'TextSize': 10.0}]",,,
70,"[42.52400207519531, 474.3890075683594, 546.6940002441406, 505.33900451660156]",1.0,//Document/P[6],,,,,,,,,,,,,,,,,False,,"The servicer services Fannie Mae mortgage loans as an independent contractor and not as an agent, assignee, or representative of Fannie Mae. Most of the policies and standards described in the ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
71,"[42.52400207519531, 461.5189971923828, 522.6940002441406, 489.6990051269531]",1.0,//Document/P[6]/Span,,,,,,,,,,,,,,,,,False,,Selling and Servicing Guides ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
72,"[42.52400207519531, 306.3890075683594, 552.9239959716797, 477.33900451660156]",1.0,//Document/P[6],,,,,,,,,,,,,,,,,False,,"are intended to set forth the broad parameters under which the servicer must exercise sound and professional judgment as a mortgage loan servicer in the performance of its duties. As a result, in most instances Fannie Mae has not set forth absolute requirements because it believes that the servicer needs to maintain the discretion to apply appropriate judgment in dealing with borrowers and mortgage loans on a case by case basis, consistent with Fannie Mae’s servicing policies. Further, even where Fannie Mae has set forth a “requirement,” it has not enumerated speciﬁcally how the servicer should implement it. Fannie Mae generally will not object to the practices the servicer regularly applies so long as they are carried out in accordance with established written procedures that are consistent with Fannie Mae’s servicing policies. The servicer may apply practices used on its own portfolio of mortgage loans to Fannie Mae mortgage loans as long as the practices are in accordance with the servicer’s established written procedures and are consistent with Fannie Mae’s servicing policies. As a general matter, the servicer must have suﬃcient staﬃng levels, technology, and properly trained staﬀ (including third-party providers of its outsourced servicing activities and technology) to ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
73,"[63.17399597167969, 224.18899536132812, 550.1840057373047, 295.1390075683594]",1.0,//Document/L[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 284.18699645996094, 67.27400207519531, 288.28700256347656], 'Page': 1, 'Path': '//Document/L[2]/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 284.3929999999964, 67.19729999999981, 288.11299999999756], 'Placement': 'Block'}}, {'Bounds': [72.52400207519531, 278.1889953613281, 506.05397033691406, 295.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L[2]/LI/LBody', 'Text': 'carry out all aspects of their servicing duties in accordance with the timing requirements of the ', 'TextSize': 10.0}, {'Bounds': [98.94400024414062, 264.1889953613281, 104.30400085449219, 281.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L[2]/LI/LBody', 'Text': ', ', 'TextSize': 10.0}, {'Bounds': [72.52400207519531, 264.1889953613281, 550.1840057373047, 295.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L[2]/LI/LBody', 'Text': 'Servicing Guide', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 264.1889953613281, 550.1840057373047, 295.1390075683594], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L[2]/LI', 'attributes': {'LineHeight': 14, 'SpaceAfter': 7.875}}, {'Bounds': [63.17399597167969, 250.18699645996094, 67.27400207519531, 254.28700256347656], 'Page': 1, 'Path': '//Document/L[2]/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 250.3139999999985, 67.19729999999981, 254.03399999999965]}}, {'Bounds': [72.52400207519531, 244.18899536132812, 297.9239959716797, 261.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L[2]/LI[2]/LBody', 'Text': 'maintain acceptable performance standards, and ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 244.18899536132812, 297.9239959716797, 261.1390075683594], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L[2]/LI[2]', 'attributes': {'LineHeight': 12, 'SpaceAfter': 8}}, {'Bounds': [63.17399597167969, 230.18699645996094, 67.27400207519531, 234.28700256347656], 'Page': 1, 'Path': '//Document/L[2]/LI[3]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 230.3949999999968, 67.19729999999981, 234.11499999999796]}}, {'Bounds': [72.52400207519531, 224.18899536132812, 326.86399841308594, 241.13900756835938], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 1, 'Path': '//Document/L[2]/LI[3]/LBody', 'Text': 'provide borrowers with assistance when it is requested. ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 224.18899536132812, 326.86399841308594, 241.13900756835938], 'Lang': 'en', 'Page': 1, 'Path': '//Document/L[2]/LI[3]', 'attributes': {'LineHeight': 12, 'SpaceAfter': 16.25}}]",,,
